'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'Mriver (kg)' 	 'nAir (mol)'
1.88 	 0.795081 	 0 	 0.0379473 	 0.16428 	 0.00269248 	 5.18218 	 288 	 66.0951 	 0.186166 	 0 	 0.000700204 	 12.6138 	 -1.17809 	 3.45997 	 1.04456e+21 	 3.24933e+20 	 1.39997e+21 	 1.06289e+24 	 9.85981e+20
1.89 	 0.793417 	 0 	 0.0382407 	 0.165629 	 0.00271364 	 5.14199 	 288 	 66.0529 	 0.184354 	 0 	 0.000700279 	 12.6129 	 -1.17821 	 3.46067 	 1.03431e+21 	 3.25061e+20 	 1.39996e+21 	 1.06289e+24 	 9.78333e+20
1.9 	 0.79176 	 0 	 0.0385326 	 0.166972 	 0.00273469 	 5.10262 	 288 	 66.01 	 0.182577 	 0 	 0.000700343 	 12.612 	 -1.17833 	 3.46137 	 1.02428e+21 	 3.25189e+20 	 1.39997e+21 	 1.06289e+24 	 9.70845e+20
1.91 	 0.7901 	 0 	 0.038825 	 0.168319 	 0.00275579 	 5.06377 	 288 	 65.9675 	 0.180824 	 0 	 0.000700409 	 12.6111 	 -1.17845 	 3.46206 	 1.01437e+21 	 3.25316e+20 	 1.39997e+21 	 1.06289e+24 	 9.63452e+20
1.92 	 0.788431 	 0 	 0.0391188 	 0.169673 	 0.00277699 	 5.02533 	 288 	 65.9252 	 0.179089 	 0 	 0.000700475 	 12.6102 	 -1.17856 	 3.46275 	 1.00457e+21 	 3.25442e+20 	 1.39996e+21 	 1.06289e+24 	 9.56137e+20
1.93 	 0.786755 	 0 	 0.0394138 	 0.171033 	 0.00279828 	 4.9873 	 288 	 65.8829 	 0.177372 	 0 	 0.00070054 	 12.6093 	 -1.17868 	 3.46343 	 9.94867e+20 	 3.25568e+20 	 1.39996e+21 	 1.06289e+24 	 9.48903e+20
1.94 	 0.785063 	 0 	 0.0397116 	 0.172406 	 0.00281978 	 4.94949 	 288 	 65.8407 	 0.175665 	 0 	 0.000700606 	 12.6084 	 -1.1788 	 3.46412 	 9.85224e+20 	 3.25692e+20 	 1.39996e+21 	 1.06289e+24 	 9.41708e+20
1.95 	 0.783355 	 0 	 0.0400123 	 0.173791 	 0.00284147 	 4.9119 	 288 	 65.7983 	 0.173967 	 0 	 0.000700671 	 12.6076 	 -1.17892 	 3.46481 	 9.75636e+20 	 3.25817e+20 	 1.39996e+21 	 1.06289e+24 	 9.34556e+20
1.96 	 0.781623 	 0 	 0.0403171 	 0.175197 	 0.00286348 	 4.87435 	 288 	 65.7557 	 0.172271 	 0 	 0.000700736 	 12.6067 	 -1.17903 	 3.4655 	 9.66059e+20 	 3.2594e+20 	 1.39996e+21 	 1.06289e+24 	 9.27413e+20
1.97 	 0.779891 	 0 	 0.0406219 	 0.176602 	 0.00288548 	 4.83739 	 288 	 65.7128 	 0.170601 	 0 	 0.000700802 	 12.6058 	 -1.17915 	 3.46619 	 9.56629e+20 	 3.26063e+20 	 1.39995e+21 	 1.06289e+24 	 9.2038e+20
1.98 	 0.778135 	 0 	 0.0409307 	 0.178026 	 0.00290777 	 4.80049 	 288 	 65.6701 	 0.168934 	 0 	 0.000700869 	 12.6049 	 -1.17926 	 3.46688 	 9.47216e+20 	 3.26185e+20 	 1.39995e+21 	 1.06289e+24 	 9.13359e+20
1.99 	 0.77637 	 0 	 0.0412413 	 0.179459 	 0.0029302 	 4.76394 	 288 	 65.6271 	 0.167282 	 0 	 0.000700934 	 12.604 	 -1.17938 	 3.46757 	 9.37892e+20 	 3.26307e+20 	 1.39995e+21 	 1.06289e+24 	 9.06407e+20
2 	 0.774596 	 0 	 0.041553 	 0.180898 	 0.00295271 	 4.72781 	 288 	 65.584 	 0.165649 	 0 	 0.000700997 	 12.6031 	 -1.17949 	 3.46827 	 9.28674e+20 	 3.26428e+20 	 1.39995e+21 	 1.06289e+24 	 8.99532e+20
2.01 	 0.772818 	 0 	 0.0418657 	 0.182341 	 0.00297529 	 4.69212 	 288 	 65.541 	 0.164035 	 0 	 0.000701062 	 12.6023 	 -1.1796 	 3.46896 	 9.19566e+20 	 3.26548e+20 	 1.39995e+21 	 1.06289e+24 	 8.92741e+20
2.02 	 0.77102 	 0 	 0.0421816 	 0.1838 	 0.0029981 	 4.65659 	 288 	 65.4981 	 0.162428 	 0 	 0.000701127 	 12.6014 	 -1.17971 	 3.46965 	 9.10502e+20 	 3.26668e+20 	 1.39995e+21 	 1.06289e+24 	 8.85981e+20
2.03 	 0.769211 	 0 	 0.0424996 	 0.185268 	 0.00302107 	 4.62137 	 288 	 65.455 	 0.160835 	 0 	 0.000701006 	 12.5997 	 -1.17994 	 3.47035 	 9.01515e+20 	 3.26787e+20 	 1.39996e+21 	 1.06289e+24 	 8.7928e+20
2.04 	 0.76704 	 0 	 0.042884 	 0.187027 	 0.00304882 	 4.57956 	 288 	 65.4118 	 0.158957 	 0 	 0.000701077 	 12.5988 	 -1.18001 	 3.47119 	 8.90873e+20 	 3.26905e+20 	 1.39995e+21 	 1.06289e+24 	 8.71325e+20
2.05 	 0.764957 	 0 	 0.043252 	 0.188715 	 0.00307536 	 4.54023 	 288 	 65.3601 	 0.157176 	 0 	 0.000701144 	 12.598 	 -1.18012 	 3.47199 	 8.80841e+20 	 3.27022e+20 	 1.39996e+21 	 1.06289e+24 	 8.63841e+20
2.06 	 0.762934 	 0 	 0.0436088 	 0.190356 	 0.00310111 	 4.50271 	 288 	 65.3108 	 0.155478 	 0 	 0.000701209 	 12.5971 	 -1.18023 	 3.47276 	 8.71271e+20 	 3.27139e+20 	 1.39996e+21 	 1.06289e+24 	 8.56703e+20
2.07 	 0.760958 	 0 	 0.0439569 	 0.191959 	 0.00312624 	 4.46668 	 288 	 65.2633 	 0.153848 	 0 	 0.000701276 	 12.5962 	 -1.18034 	 3.47352 	 8.62079e+20 	 3.27255e+20 	 1.39996e+21 	 1.06289e+24 	 8.49849e+20
2.08 	 0.759014 	 0 	 0.0442987 	 0.193536 	 0.00315093 	 4.43186 	 288 	 65.2171 	 0.152271 	 0 	 0.000701342 	 12.5954 	 -1.18045 	 3.47427 	 8.5319e+20 	 3.2737e+20 	 1.39996e+21 	 1.06289e+24 	 8.43222e+20
2.09 	 0.757076 	 0 	 0.0446393 	 0.195109 	 0.00317553 	 4.39768 	 288 	 65.172 	 0.150723 	 0 	 0.000701406 	 12.5945 	 -1.18055 	 3.47501 	 8.44466e+20 	 3.27485e+20 	 1.39996e+21 	 1.06289e+24 	 8.36719e+20
2.1 	 0.75516 	 0 	 0.0449758 	 0.196665 	 0.00319985 	 4.36441 	 288 	 65.1273 	 0.149216 	 0 	 0.000701472 	 12.5937 	 -1.18066 	 3.47574 	 8.35974e+20 	 3.27599e+20 	 1.39996e+21 	 1.06289e+24 	 8.30391e+20
2.11 	 0.753259 	 0 	 0.0453092 	 0.198208 	 0.00322396 	 4.33194 	 288 	 65.0833 	 0.147745 	 0 	 0.000701537 	 12.5928 	 -1.18077 	 3.47647 	 8.27681e+20 	 3.27712e+20 	 1.39996e+21 	 1.06289e+24 	 8.2421e+20
2.12 	 0.751373 	 0 	 0.0456398 	 0.199739 	 0.00324786 	 4.30021 	 288 	 65.0399 	 0.146308 	 0 	 0.000701603 	 12.592 	 -1.18087 	 3.4772 	 8.19579e+20 	 3.27826e+20 	 1.39996e+21 	 1.06289e+24 	 8.18174e+20
2.13 	 0.74946 	 0 	 0.0459751 	 0.201293 	 0.00327211 	 4.26849 	 288 	 64.9971 	 0.14487 	 0 	 0.000701668 	 12.5911 	 -1.18098 	 3.47794 	 8.11478e+20 	 3.27938e+20 	 1.39995e+21 	 1.06289e+24 	 8.12139e+20
2.14 	 0.726113 	 0 	 0.050242 	 0.220068 	 0.00357713 	 3.90566 	 288 	 64.9539 	 0.128448 	 0 	 0.000701735 	 12.5903 	 -1.18108 	 3.48762 	 7.19399e+20 	 3.2805e+20 	 1.39995e+21 	 1.06289e+24 	 7.43105e+20
2.15 	 0.729764 	 0 	 0.0495555 	 0.217153 	 0.00352843 	 3.95944 	 288 	 64.4306 	 0.130879 	 0 	 0.0007018 	 12.5894 	 -1.18119 	 3.486 	 7.32983e+20 	 3.28161e+20 	 1.39995e+21 	 1.06289e+24 	 7.53338e+20
2.16 	 0.731929 	 0 	 0.0491417 	 0.21543 	 0.0034992 	 3.99245 	 288 	 64.5118 	 0.13237 	 0 	 0.000701865 	 12.5886 	 -1.18129 	 3.48506 	 7.41298e+20 	 3.28272e+20 	 1.39996e+21 	 1.06289e+24 	 7.59618e+20
2.17 	 0.733024 	 0 	 0.0489244 	 0.214567 	 0.00348401 	 4.00984 	 288 	 64.5607 	 0.133154 	 0 	 0.000701922 	 12.5877 	 -1.1814 	 3.48457 	 7.45655e+20 	 3.28382e+20 	 1.39996e+21 	 1.06289e+24 	 7.62928e+20
2.18 	 0.733309 	 0 	 0.0488557 	 0.214356 	 0.00347943 	 4.01515 	 288 	 64.5861 	 0.133392 	 0 	 0.000701995 	 12.5869 	 -1.1815 	 3.48443 	 7.46945e+20 	 3.28492e+20 	 1.39995e+21 	 1.06289e+24 	 7.63938e+20
2.19 	 0.73306 	 0 	 0.0488851 	 0.214574 	 0.00348185 	 4.01241 	 288 	 64.5935 	 0.133264 	 0 	 0.000702059 	 12.586 	 -1.18161 	 3.48451 	 7.46192e+20 	 3.286e+20 	 1.39995e+21 	 1.06289e+24 	 7.63416e+20
2.2 	 0.73239 	 0 	 0.0489914 	 0.215129 	 0.00348977 	 4.00337 	 288 	 64.5891 	 0.132852 	 0 	 0.000702123 	 12.5852 	 -1.18171 	 3.48477 	 7.43844e+20 	 3.28709e+20 	 1.39995e+21 	 1.06289e+24 	 7.61696e+20
2.21 	 0.731403 	 0 	 0.0491557 	 0.215939 	 0.00350183 	 3.98966 	 288 	 64.5753 	 0.132228 	 0 	 0.000702185 	 12.5843 	 -1.18181 	 3.48517 	 7.40312e+20 	 3.28817e+20 	 1.39995e+21 	 1.06289e+24 	 7.59088e+20
2.22 	 0.730172 	 0 	 0.0493646 	 0.216946 	 0.00351709 	 3.97245 	 288 	 64.5546 	 0.131446 	 0 	 0.000702249 	 12.5835 	 -1.18191 	 3.48568 	 7.35891e+20 	 3.28924e+20 	 1.39995e+21 	 1.06289e+24 	 7.55813e+20
2.23 	 0.728778 	 0 	 0.0496034 	 0.218084 	 0.00353448 	 3.953 	 288 	 64.5285 	 0.130561 	 0 	 0.000702312 	 12.5827 	 -1.18202 	 3.48625 	 7.30902e+20 	 3.29031e+20 	 1.39995e+21 	 1.06289e+24 	 7.52112e+20
2.24 	 0.727261 	 0 	 0.0498644 	 0.219321 	 0.00355347 	 3.93198 	 288 	 64.4989 	 0.129606 	 0 	 0.000702375 	 12.5818 	 -1.18212 	 3.48689 	 7.25517e+20 	 3.29137e+20 	 1.39995e+21 	 1.06289e+24 	 7.48114e+20
2.25 	 0.725636 	 0 	 0.0501452 	 0.220645 	 0.00357387 	 3.90964 	 288 	 64.4667 	 0.128592 	 0 	 0.000702437 	 12.581 	 -1.18222 	 3.48758 	 7.19796e+20 	 3.29243e+20 	 1.39995e+21 	 1.06289e+24 	 7.43863e+20
2.26 	 0.723944 	 0 	 0.0504379 	 0.222023 	 0.00359513 	 3.88663 	 288 	 64.4322 	 0.127546 	 0 	 0.0007025 	 12.5801 	 -1.18232 	 3.48831 	 7.13904e+20 	 3.29348e+20 	 1.39995e+21 	 1.06289e+24 	 7.39484e+20
2.27 	 0.722204 	 0 	 0.0507394 	 0.223439 	 0.00361702 	 3.86322 	 288 	 64.3964 	 0.126482 	 0 	 0.000702564 	 12.5793 	 -1.18242 	 3.48906 	 7.0791e+20 	 3.29453e+20 	 1.39995e+21 	 1.06289e+24 	 7.3503e+20
2.28 	 0.720431 	 0 	 0.0510469 	 0.224883 	 0.00363934 	 3.83963 	 288 	 64.3597 	 0.12541 	 0 	 0.000702625 	 12.5785 	 -1.18252 	 3.48984 	 7.01873e+20 	 3.29557e+20 	 1.39995e+21 	 1.06289e+24 	 7.30543e+20
2.29 	 0.718607 	 0 	 0.0513633 	 0.226367 	 0.0036623 	 3.81566 	 288 	 64.3225 	 0.124321 	 0 	 0.000702688 	 12.5776 	 -1.18262 	 3.49065 	 6.95738e+20 	 3.29661e+20 	 1.39995e+21 	 1.06289e+24 	 7.25981e+20
2.3 	 0.716761 	 0 	 0.0516838 	 0.22787 	 0.00368556 	 3.79169 	 288 	 64.2842 	 0.123231 	 0 	 0.000702751 	 12.5768 	 -1.18272 	 3.49148 	 6.89603e+20 	 3.29764e+20 	 1.39995e+21 	 1.06289e+24 	 7.21421e+20
2.31 	 0.714876 	 0 	 0.0520113 	 0.229404 	 0.00370932 	 3.7675 	 288 	 64.2457 	 0.122131 	 0 	 0.000702813 	 12.576 	 -1.18281 	 3.49234 	 6.83414e+20 	 3.29866e+20 	 1.39995e+21 	 1.06289e+24 	 7.16819e+20
2.32 	 0.712975 	 0 	 0.0523413 	 0.23095 	 0.00373327 	 3.74343 	 288 	 64.2065 	 0.121037 	 0 	 0.000702708 	 12.5743 	 -1.18301 	 3.49321 	 6.77255e+20 	 3.29968e+20 	 1.39995e+21 	 1.06289e+24 	 7.1224e+20
2.33 	 0.710676 	 0 	 0.0527439 	 0.232818 	 0.00376246 	 3.71455 	 288 	 64.1671 	 0.119733 	 0 	 0.000702776 	 12.5735 	 -1.18307 	 3.49429 	 6.69886e+20 	 3.30069e+20 	 1.39995e+21 	 1.06289e+24 	 7.06745e+20
2.34 	 0.708487 	 0 	 0.0531263 	 0.234596 	 0.00379016 	 3.68751 	 288 	 64.1194 	 0.118503 	 0 	 0.000702839 	 12.5727 	 -1.18317 	 3.49532 	 6.62973e+20 	 3.3017e+20 	 1.39995e+21 	 1.06289e+24 	 7.016e+20
2.35 	 0.706372 	 0 	 0.053495 	 0.236316 	 0.00381689 	 3.66179 	 288 	 64.0743 	 0.117333 	 0 	 0.000702902 	 12.5718 	 -1.18326 	 3.49634 	 6.56395e+20 	 3.3027e+20 	 1.39995e+21 	 1.06289e+24 	 6.96706e+20
2.36 	 0.704297 	 0 	 0.0538563 	 0.238003 	 0.0038431 	 3.63693 	 288 	 64.0309 	 0.116202 	 0 	 0.000702964 	 12.571 	 -1.18336 	 3.49734 	 6.50034e+20 	 3.30369e+20 	 1.39995e+21 	 1.06289e+24 	 6.91975e+20
2.37 	 0.702265 	 0 	 0.0542097 	 0.239656 	 0.00386874 	 3.61292 	 288 	 63.9885 	 0.11511 	 0 	 0.000703026 	 12.5702 	 -1.18345 	 3.49834 	 6.43891e+20 	 3.30468e+20 	 1.39995e+21 	 1.06289e+24 	 6.87408e+20
2.38 	 0.70027 	 0 	 0.054556 	 0.24128 	 0.00389388 	 3.58969 	 288 	 63.9472 	 0.114053 	 0 	 0.000703088 	 12.5694 	 -1.18355 	 3.49932 	 6.37944e+20 	 3.30566e+20 	 1.39995e+21 	 1.06289e+24 	 6.82987e+20
2.39 	 0.698296 	 0 	 0.0548984 	 0.242886 	 0.00391875 	 3.567 	 288 	 63.9069 	 0.11302 	 0 	 0.00070315 	 12.5686 	 -1.18364 	 3.5003 	 6.32137e+20 	 3.30665e+20 	 1.39995e+21 	 1.06289e+24 	 6.78672e+20
2.4 	 0.696295 	 0 	 0.0552457 	 0.244515 	 0.00394397 	 3.54429 	 288 	 63.8671 	 0.111986 	 0 	 0.000703212 	 12.5678 	 -1.18374 	 3.5013 	 6.26322e+20 	 3.30762e+20 	 1.39995e+21 	 1.06289e+24 	 6.7435e+20
2.41 	 0.694318 	 0 	 0.0555884 	 0.246125 	 0.00396886 	 3.52215 	 288 	 63.8269 	 0.110978 	 0 	 0.000703274 	 12.567 	 -1.18383 	 3.5023 	 6.20653e+20 	 3.30859e+20 	 1.39996e+21 	 1.06289e+24 	 6.70137e+20
2.42 	 0.692351 	 0 	 0.0559292 	 0.247727 	 0.00399363 	 3.50039 	 288 	 63.7873 	 0.109987 	 0 	 0.000703335 	 12.5662 	 -1.18392 	 3.5033 	 6.15081e+20 	 3.30956e+20 	 1.39996e+21 	 1.06289e+24 	 6.65998e+20
2.43 	 0.690405 	 0 	 0.0562658 	 0.249311 	 0.0040181 	 3.47916 	 288 	 63.7481 	 0.10902 	 0 	 0.000703396 	 12.5654 	 -1.18402 	 3.5043 	 6.09643e+20 	 3.31051e+20 	 1.39995e+21 	 1.06289e+24 	 6.61958e+20
2.44 	 0.688454 	 0 	 0.0566034 	 0.2509 	 0.00404264 	 3.45813 	 288 	 63.7094 	 0.108062 	 0 	 0.000703456 	 12.5646 	 -1.18411 	 3.5053 	 6.04254e+20 	 3.31147e+20 	 1.39995e+21 	 1.06289e+24 	 6.57956e+20
2.45 	 0.686515 	 0 	 0.0569386 	 0.252479 	 0.00406702 	 3.43748 	 288 	 63.6708 	 0.107121 	 0 	 0.000703518 	 12.5637 	 -1.1842 	 3.5063 	 5.98964e+20 	 3.31242e+20 	 1.39995e+21 	 1.06289e+24 	 6.54028e+20
2.46 	 0.684588 	 0 	 0.0572716 	 0.254049 	 0.00409124 	 3.41721 	 288 	 63.6325 	 0.106197 	 0 	 0.000703574 	 12.5629 	 -1.1843 	 3.50729 	 5.9377e+20 	 3.31336e+20 	 1.39995e+21 	 1.06289e+24 	 6.50172e+20
2.47 	 0.682629 	 0 	 0.0576103 	 0.255645 	 0.00411587 	 3.39684 	 288 	 63.5947 	 0.105269 	 0 	 0.00070364 	 12.5621 	 -1.18438 	 3.50831 	 5.88552e+20 	 3.3143e+20 	 1.39995e+21 	 1.06289e+24 	 6.46296e+20
