'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
1.051 	 0.0171279 	 5.62714e-17 	 0 	 0.925425 	 0.0574475 	 0.576517 	 302.391 	 47.4861 	 0.00333931 	 4.27705e-20 	 0.000664473 	 7.08409 	 -21.2025 	 0 	 6.74079e+18 	 1.46727e+20 	 1.61498e+21 	 7.86955e+19
1.052 	 0.0171383 	 5.62391e-17 	 0 	 0.925399 	 0.057463 	 0.576485 	 302.394 	 47.4899 	 0.00333944 	 4.27411e-20 	 0.000664386 	 7.08389 	 -21.2024 	 0 	 6.74176e+18 	 1.46715e+20 	 1.61498e+21 	 7.86913e+19
1.053 	 0.0171488 	 5.62065e-17 	 0 	 0.925373 	 0.0574787 	 0.576454 	 302.398 	 47.4936 	 0.00333957 	 4.27114e-20 	 0.0006643 	 7.08368 	 -21.2022 	 0 	 6.74272e+18 	 1.46702e+20 	 1.61498e+21 	 7.86869e+19
1.054 	 0.0171592 	 5.61744e-17 	 0 	 0.925347 	 0.0574941 	 0.576422 	 302.402 	 47.4974 	 0.0033397 	 4.2682e-20 	 0.000664214 	 7.08347 	 -21.202 	 0 	 6.74366e+18 	 1.4669e+20 	 1.61498e+21 	 7.86827e+19
1.055 	 0.0171696 	 5.61525e-17 	 0 	 0.92532 	 0.0575099 	 0.576391 	 302.406 	 47.5011 	 0.00333982 	 4.26605e-20 	 0.000664127 	 7.08326 	 -21.2019 	 0 	 6.74461e+18 	 1.46678e+20 	 1.61498e+21 	 7.86783e+19
1.056 	 0.0171799 	 5.61106e-17 	 0 	 0.925295 	 0.0575254 	 0.576358 	 302.409 	 47.5048 	 0.00333995 	 4.26237e-20 	 0.00066404 	 7.08306 	 -21.2017 	 0 	 6.74554e+18 	 1.46666e+20 	 1.61497e+21 	 7.8674e+19
1.057 	 0.0171902 	 5.60785e-17 	 0 	 0.925269 	 0.0575408 	 0.576327 	 302.413 	 47.5085 	 0.00334008 	 4.25944e-20 	 0.000663955 	 7.08286 	 -21.2016 	 0 	 6.74647e+18 	 1.46653e+20 	 1.61497e+21 	 7.86697e+19
1.058 	 0.0172005 	 5.6057e-17 	 0 	 0.925243 	 0.0575563 	 0.576295 	 302.417 	 47.5122 	 0.0033402 	 4.25732e-20 	 0.000663869 	 7.08265 	 -21.2015 	 0 	 6.7474e+18 	 1.46641e+20 	 1.61497e+21 	 7.86652e+19
1.059 	 0.0172107 	 5.60154e-17 	 0 	 0.925218 	 0.0575715 	 0.576263 	 302.42 	 47.5159 	 0.00334033 	 4.25367e-20 	 0.000663783 	 7.08245 	 -21.2013 	 0 	 6.74834e+18 	 1.46629e+20 	 1.61497e+21 	 7.86609e+19
1.06 	 0.017221 	 5.59942e-17 	 0 	 0.925192 	 0.057587 	 0.576231 	 302.424 	 47.5195 	 0.00334045 	 4.25157e-20 	 0.000663697 	 7.08225 	 -21.2012 	 0 	 6.74926e+18 	 1.46617e+20 	 1.61497e+21 	 7.86565e+19
1.061 	 0.0172311 	 5.59628e-17 	 0 	 0.925167 	 0.0576021 	 0.576199 	 302.428 	 47.5231 	 0.00334058 	 4.24871e-20 	 0.000663612 	 7.08205 	 -21.201 	 0 	 6.75018e+18 	 1.46605e+20 	 1.61497e+21 	 7.86522e+19
1.062 	 0.0172412 	 5.59414e-17 	 0 	 0.925142 	 0.0576172 	 0.576168 	 302.431 	 47.5268 	 0.0033407 	 4.24661e-20 	 0.000663528 	 7.08185 	 -21.2009 	 0 	 6.75109e+18 	 1.46592e+20 	 1.61496e+21 	 7.86479e+19
1.063 	 0.0172513 	 5.59107e-17 	 0 	 0.925116 	 0.0576324 	 0.576135 	 302.435 	 47.5304 	 0.00334082 	 4.24379e-20 	 0.000663443 	 7.08165 	 -21.2008 	 0 	 6.752e+18 	 1.4658e+20 	 1.61496e+21 	 7.86434e+19
1.064 	 0.0172613 	 5.587e-17 	 0 	 0.925091 	 0.0576476 	 0.576103 	 302.439 	 47.534 	 0.00334094 	 4.24022e-20 	 0.000663357 	 7.08145 	 -21.2006 	 0 	 6.75292e+18 	 1.46568e+20 	 1.61496e+21 	 7.8639e+19
1.065 	 0.0172713 	 5.58294e-17 	 0 	 0.925066 	 0.0576629 	 0.57607 	 302.442 	 47.5375 	 0.00334106 	 4.23665e-20 	 0.000663272 	 7.08126 	 -21.2004 	 0 	 6.75383e+18 	 1.46556e+20 	 1.61497e+21 	 7.86346e+19
1.066 	 0.0172812 	 5.5789e-17 	 0 	 0.925041 	 0.0576778 	 0.576038 	 302.446 	 47.541 	 0.00334118 	 4.2331e-20 	 0.000663187 	 7.08106 	 -21.2002 	 0 	 6.75471e+18 	 1.46543e+20 	 1.61496e+21 	 7.86301e+19
1.067 	 0.017291 	 5.57488e-17 	 0 	 0.925016 	 0.0576927 	 0.576005 	 302.449 	 47.5446 	 0.0033413 	 4.22957e-20 	 0.000663103 	 7.08087 	 -21.2 	 0 	 6.7556e+18 	 1.46531e+20 	 1.61496e+21 	 7.86257e+19
1.068 	 0.0173008 	 5.57085e-17 	 0 	 0.924992 	 0.0577075 	 0.575973 	 302.453 	 47.548 	 0.00334142 	 4.22604e-20 	 0.000663019 	 7.08068 	 -21.1998 	 0 	 6.75648e+18 	 1.46519e+20 	 1.61496e+21 	 7.86213e+19
1.069 	 0.0173107 	 5.56685e-17 	 0 	 0.924967 	 0.0577225 	 0.57594 	 302.456 	 47.5515 	 0.00334154 	 4.22253e-20 	 0.000662935 	 7.08049 	 -21.1997 	 0 	 6.75735e+18 	 1.46506e+20 	 1.61496e+21 	 7.86168e+19
1.07 	 0.0173204 	 5.56388e-17 	 0 	 0.924942 	 0.0577371 	 0.575907 	 302.46 	 47.555 	 0.00334166 	 4.2198e-20 	 0.000662851 	 7.0803 	 -21.1995 	 0 	 6.75824e+18 	 1.46494e+20 	 1.61496e+21 	 7.86124e+19
1.071 	 0.0173302 	 5.56088e-17 	 0 	 0.924918 	 0.057752 	 0.575876 	 302.463 	 47.5584 	 0.00334178 	 4.21706e-20 	 0.000662767 	 7.08011 	 -21.1994 	 0 	 6.75911e+18 	 1.46482e+20 	 1.61496e+21 	 7.8608e+19
1.072 	 0.01734 	 5.5579e-17 	 0 	 0.924893 	 0.0577666 	 0.575843 	 302.466 	 47.5619 	 0.0033419 	 4.21432e-20 	 0.000662684 	 7.07992 	 -21.1992 	 0 	 6.75998e+18 	 1.4647e+20 	 1.61495e+21 	 7.86035e+19
1.073 	 0.0173497 	 5.55596e-17 	 0 	 0.924869 	 0.0577812 	 0.57581 	 302.47 	 47.5653 	 0.00334201 	 4.21238e-20 	 0.0006626 	 7.07973 	 -21.1991 	 0 	 6.76087e+18 	 1.46458e+20 	 1.61495e+21 	 7.85991e+19
1.074 	 0.0173593 	 5.55202e-17 	 0 	 0.924845 	 0.0577961 	 0.575778 	 302.473 	 47.5687 	 0.00334213 	 4.20892e-20 	 0.000662517 	 7.07954 	 -21.1989 	 0 	 6.76172e+18 	 1.46446e+20 	 1.61495e+21 	 7.85947e+19
1.075 	 0.017369 	 5.54911e-17 	 0 	 0.92482 	 0.0578108 	 0.575745 	 302.477 	 47.5721 	 0.00334225 	 4.20624e-20 	 0.000662433 	 7.07935 	 -21.1988 	 0 	 6.7626e+18 	 1.46433e+20 	 1.61495e+21 	 7.85901e+19
1.076 	 0.017459 	 5.69885e-17 	 0 	 0.919977 	 0.0625644 	 0.578803 	 303.946 	 49.0418 	 0.00333391 	 4.24259e-20 	 0.000650561 	 7.08618 	 -21.2435 	 0 	 6.76346e+18 	 1.46421e+20 	 1.61494e+21 	 7.90075e+19
1.077 	 0.0175111 	 5.80504e-17 	 0 	 0.916267 	 0.066222 	 0.581151 	 305.017 	 50.1128 	 0.00332785 	 4.26821e-20 	 0.000642278 	 7.09136 	 -21.2758 	 0 	 6.76341e+18 	 1.46409e+20 	 1.61494e+21 	 7.93282e+19
1.078 	 0.0175386 	 5.88138e-17 	 0 	 0.913441 	 0.0690202 	 0.582939 	 305.805 	 50.9003 	 0.00332336 	 4.28651e-20 	 0.000636372 	 7.09537 	 -21.2994 	 0 	 6.7626e+18 	 1.46397e+20 	 1.61494e+21 	 7.95721e+19
1.079 	 0.01755 	 5.93999e-17 	 0 	 0.911301 	 0.0711488 	 0.584286 	 306.387 	 51.4823 	 0.00331996 	 4.30199e-20 	 0.000632098 	 7.09852 	 -21.317 	 0 	 6.76125e+18 	 1.46384e+20 	 1.61494e+21 	 7.9756e+19
1.08 	 0.0175502 	 5.98583e-17 	 0 	 0.90969 	 0.0727594 	 0.585292 	 306.818 	 51.913 	 0.00331736 	 4.31537e-20 	 0.000628977 	 7.10104 	 -21.3301 	 0 	 6.75946e+18 	 1.46372e+20 	 1.61494e+21 	 7.98934e+19
1.081 	 0.0175426 	 6.02503e-17 	 0 	 0.908488 	 0.0739698 	 0.586033 	 307.136 	 52.2313 	 0.00331533 	 4.32911e-20 	 0.000626687 	 7.10309 	 -21.34 	 0 	 6.75733e+18 	 1.4636e+20 	 1.61493e+21 	 7.99945e+19
1.082 	 0.0175295 	 6.05773e-17 	 0 	 0.907599 	 0.0748716 	 0.586568 	 307.37 	 52.4653 	 0.00331373 	 4.34192e-20 	 0.000625006 	 7.10478 	 -21.3476 	 0 	 6.75497e+18 	 1.46348e+20 	 1.61493e+21 	 8.00675e+19
1.083 	 0.0175125 	 6.08619e-17 	 0 	 0.906951 	 0.0755367 	 0.586945 	 307.54 	 52.6359 	 0.00331244 	 4.35447e-20 	 0.000623775 	 7.1062 	 -21.3533 	 0 	 6.75244e+18 	 1.46335e+20 	 1.61493e+21 	 8.0119e+19
1.084 	 0.0174924 	 6.11016e-17 	 0 	 0.906488 	 0.0760197 	 0.587201 	 307.663 	 52.7585 	 0.0033114 	 4.36587e-20 	 0.000622881 	 7.10743 	 -21.3576 	 0 	 6.74977e+18 	 1.46323e+20 	 1.61493e+21 	 8.01541e+19
1.085 	 0.0174705 	 6.13308e-17 	 0 	 0.906167 	 0.0763629 	 0.587365 	 307.749 	 52.8447 	 0.00331054 	 4.3781e-20 	 0.00062224 	 7.10849 	 -21.361 	 0 	 6.74701e+18 	 1.46311e+20 	 1.61493e+21 	 8.01763e+19
1.086 	 0.0174471 	 6.15401e-17 	 0 	 0.905953 	 0.0765997 	 0.587457 	 307.808 	 52.9033 	 0.00330982 	 4.39006e-20 	 0.000621787 	 7.10944 	 -21.3636 	 0 	 6.74417e+18 	 1.46299e+20 	 1.61493e+21 	 8.01887e+19
1.087 	 0.0174227 	 6.1743e-17 	 0 	 0.905823 	 0.0767544 	 0.587493 	 307.845 	 52.9409 	 0.0033092 	 4.40247e-20 	 0.000621479 	 7.11029 	 -21.3656 	 0 	 6.74131e+18 	 1.46286e+20 	 1.61493e+21 	 8.01937e+19
1.088 	 0.0173975 	 6.19334e-17 	 0 	 0.905756 	 0.076847 	 0.587488 	 307.867 	 52.9625 	 0.00330866 	 4.41465e-20 	 0.000621279 	 7.11107 	 -21.3671 	 0 	 6.7384e+18 	 1.46274e+20 	 1.61493e+21 	 8.01931e+19
1.089 	 0.0173717 	 6.21065e-17 	 0 	 0.905736 	 0.0768922 	 0.587452 	 307.876 	 52.9719 	 0.00330819 	 4.42612e-20 	 0.000621163 	 7.1118 	 -21.3683 	 0 	 6.7355e+18 	 1.46262e+20 	 1.61493e+21 	 8.01883e+19
1.09 	 0.0173458 	 6.22809e-17 	 0 	 0.905753 	 0.0769009 	 0.587392 	 307.877 	 52.9721 	 0.00330777 	 4.43809e-20 	 0.00062111 	 7.11248 	 -21.3692 	 0 	 6.73259e+18 	 1.4625e+20 	 1.61493e+21 	 8.018e+19
1.091 	 0.0173198 	 6.24536e-17 	 0 	 0.905798 	 0.0768822 	 0.587314 	 307.87 	 52.9653 	 0.00330738 	 4.45023e-20 	 0.000621104 	 7.11312 	 -21.37 	 0 	 6.7297e+18 	 1.46238e+20 	 1.61493e+21 	 8.01694e+19
1.092 	 0.0172936 	 6.26215e-17 	 0 	 0.905864 	 0.0768427 	 0.587222 	 307.858 	 52.9533 	 0.00330702 	 4.46226e-20 	 0.000621135 	 7.11375 	 -21.3706 	 0 	 6.72681e+18 	 1.46225e+20 	 1.61493e+21 	 8.01567e+19
1.093 	 0.0172675 	 6.27717e-17 	 0 	 0.905945 	 0.076788 	 0.587119 	 307.842 	 52.9372 	 0.00330669 	 4.4732e-20 	 0.000621191 	 7.11434 	 -21.371 	 0 	 6.72394e+18 	 1.46213e+20 	 1.61493e+21 	 8.01426e+19
