'Atmospheric species in mixing ratio (by mol, i.e. by volume for ideal gases), aqueous species in mol/(kg H2O), total C and N in mol'
'Time (Myr)' 	 CO2(g) 	 CH4(g) 	 O2(g) 	 N2(g) 	 H2O(g) 	 'P_surface (bar)' 	 'T_surface (K)' 	 'DeltaT GHE (K)' 	 'Ox C(aq)' 	 'Red C(aq)' 	 'Total N(aq)' 	 'Ocean pH' 	 'Ocean log f(O2) at Tsurf0' 	 'Rain pH' 	 'Total C g+aq' 	 'Total N g+aq' 	 'Mocean (kg)' 	 'nAir (mol)'
0.535 	 0.00601658 	 1.8518e-16 	 0 	 0.954295 	 0.0396887 	 0.583326 	 296.327 	 41.4221 	 0.00316308 	 1.58217e-19 	 0.00075234 	 7.47697 	 -21.518 	 0 	 5.58757e+18 	 1.53186e+20 	 1.61504e+21 	 7.9625e+19
0.536 	 0.00606936 	 1.83596e-16 	 0 	 0.954139 	 0.0397921 	 0.583375 	 296.371 	 41.4665 	 0.0031642 	 1.56747e-19 	 0.0007518 	 7.47359 	 -21.5155 	 0 	 5.59362e+18 	 1.53174e+20 	 1.61504e+21 	 7.96318e+19
0.537 	 0.00612187 	 1.81954e-16 	 0 	 0.953984 	 0.0398945 	 0.583425 	 296.415 	 41.5105 	 0.00316532 	 1.55233e-19 	 0.000751267 	 7.47026 	 -21.5129 	 0 	 5.59965e+18 	 1.53161e+20 	 1.61504e+21 	 7.96385e+19
0.538 	 0.00617428 	 1.80394e-16 	 0 	 0.953829 	 0.0399963 	 0.583474 	 296.459 	 41.5541 	 0.00316643 	 1.5379e-19 	 0.000750737 	 7.46697 	 -21.5105 	 0 	 5.60566e+18 	 1.53148e+20 	 1.61504e+21 	 7.96452e+19
0.539 	 0.00622656 	 1.78894e-16 	 0 	 0.953676 	 0.0400974 	 0.583522 	 296.502 	 41.5973 	 0.00316753 	 1.52402e-19 	 0.000750213 	 7.46371 	 -21.5081 	 0 	 5.61164e+18 	 1.53136e+20 	 1.61504e+21 	 7.96518e+19
0.54 	 0.00627866 	 1.77424e-16 	 0 	 0.953524 	 0.0401977 	 0.58357 	 296.545 	 41.6402 	 0.00316862 	 1.51042e-19 	 0.000749694 	 7.46049 	 -21.5057 	 0 	 5.61758e+18 	 1.53123e+20 	 1.61504e+21 	 7.96582e+19
0.541 	 0.0063306 	 1.75985e-16 	 0 	 0.953372 	 0.0402977 	 0.583616 	 296.587 	 41.6826 	 0.0031697 	 1.49712e-19 	 0.000749177 	 7.45731 	 -21.5034 	 0 	 5.62351e+18 	 1.5311e+20 	 1.61504e+21 	 7.96646e+19
0.542 	 0.00638232 	 1.74542e-16 	 0 	 0.953221 	 0.0403966 	 0.583662 	 296.629 	 41.7247 	 0.00317077 	 1.48381e-19 	 0.000748668 	 7.45416 	 -21.501 	 0 	 5.62941e+18 	 1.53097e+20 	 1.61504e+21 	 7.96709e+19
0.543 	 0.00643386 	 1.73102e-16 	 0 	 0.953071 	 0.0404951 	 0.583708 	 296.671 	 41.7663 	 0.00317183 	 1.47055e-19 	 0.000748162 	 7.45106 	 -21.4987 	 0 	 5.63527e+18 	 1.53084e+20 	 1.61504e+21 	 7.9677e+19
0.544 	 0.00648517 	 1.71664e-16 	 0 	 0.952922 	 0.0405929 	 0.583752 	 296.712 	 41.8076 	 0.00317289 	 1.45733e-19 	 0.000747661 	 7.44799 	 -21.4963 	 0 	 5.64109e+18 	 1.53071e+20 	 1.61504e+21 	 7.96832e+19
0.545 	 0.00653639 	 1.70299e-16 	 0 	 0.952774 	 0.0406898 	 0.583797 	 296.753 	 41.8485 	 0.00317393 	 1.44477e-19 	 0.000747166 	 7.44495 	 -21.494 	 0 	 5.64689e+18 	 1.53058e+20 	 1.61503e+21 	 7.96892e+19
0.546 	 0.00658732 	 1.68863e-16 	 0 	 0.952627 	 0.0407861 	 0.58384 	 296.794 	 41.889 	 0.00317497 	 1.43163e-19 	 0.000746674 	 7.44195 	 -21.4917 	 0 	 5.65267e+18 	 1.53045e+20 	 1.61504e+21 	 7.96952e+19
0.547 	 0.00663812 	 1.67504e-16 	 0 	 0.95248 	 0.0408817 	 0.583883 	 296.834 	 41.9292 	 0.003176 	 1.41916e-19 	 0.000746188 	 7.43899 	 -21.4894 	 0 	 5.65842e+18 	 1.53033e+20 	 1.61504e+21 	 7.97011e+19
0.548 	 0.00668873 	 1.66147e-16 	 0 	 0.952335 	 0.0409766 	 0.583927 	 296.874 	 41.969 	 0.00317702 	 1.40675e-19 	 0.000745706 	 7.43605 	 -21.4871 	 0 	 5.66415e+18 	 1.5302e+20 	 1.61504e+21 	 7.97069e+19
0.549 	 0.00673914 	 1.64795e-16 	 0 	 0.95219 	 0.0410709 	 0.583969 	 296.913 	 42.0084 	 0.00317804 	 1.39439e-19 	 0.000745229 	 7.43315 	 -21.4849 	 0 	 5.66984e+18 	 1.53007e+20 	 1.61503e+21 	 7.97128e+19
0.55 	 0.00678945 	 1.63518e-16 	 0 	 0.952046 	 0.0411646 	 0.584011 	 296.952 	 42.0474 	 0.00317905 	 1.38269e-19 	 0.000744756 	 7.43028 	 -21.4827 	 0 	 5.67551e+18 	 1.52994e+20 	 1.61503e+21 	 7.97184e+19
0.551 	 0.00683961 	 1.62272e-16 	 0 	 0.951903 	 0.0412575 	 0.584052 	 296.991 	 42.0862 	 0.00318005 	 1.37129e-19 	 0.000744287 	 7.42744 	 -21.4805 	 0 	 5.68117e+18 	 1.52981e+20 	 1.61504e+21 	 7.97242e+19
0.552 	 0.00688959 	 1.61062e-16 	 0 	 0.95176 	 0.0413501 	 0.584094 	 297.029 	 42.1246 	 0.00318104 	 1.3602e-19 	 0.000743822 	 7.42463 	 -21.4784 	 0 	 5.68679e+18 	 1.52969e+20 	 1.61503e+21 	 7.97298e+19
0.553 	 0.00693932 	 1.59828e-16 	 0 	 0.951619 	 0.041442 	 0.584135 	 297.067 	 42.1627 	 0.00318203 	 1.34893e-19 	 0.000743362 	 7.42186 	 -21.4763 	 0 	 5.69239e+18 	 1.52956e+20 	 1.61503e+21 	 7.97355e+19
0.554 	 0.00698895 	 1.58666e-16 	 0 	 0.951478 	 0.041533 	 0.584175 	 297.105 	 42.2004 	 0.00318301 	 1.33829e-19 	 0.000742907 	 7.4191 	 -21.4742 	 0 	 5.69797e+18 	 1.52943e+20 	 1.61504e+21 	 7.97409e+19
0.555 	 0.00703841 	 1.57509e-16 	 0 	 0.951338 	 0.0416236 	 0.584215 	 297.142 	 42.2379 	 0.00318398 	 1.32773e-19 	 0.000742454 	 7.41638 	 -21.4722 	 0 	 5.70352e+18 	 1.5293e+20 	 1.61503e+21 	 7.97463e+19
0.556 	 0.00708766 	 1.56361e-16 	 0 	 0.951198 	 0.0417139 	 0.584253 	 297.18 	 42.275 	 0.00318494 	 1.31724e-19 	 0.000742004 	 7.41369 	 -21.4701 	 0 	 5.70903e+18 	 1.52918e+20 	 1.61503e+21 	 7.97516e+19
0.557 	 0.00713668 	 1.55191e-16 	 0 	 0.95106 	 0.0418033 	 0.584293 	 297.216 	 42.3118 	 0.0031859 	 1.30659e-19 	 0.00074156 	 7.41104 	 -21.468 	 0 	 5.71451e+18 	 1.52905e+20 	 1.61503e+21 	 7.97568e+19
0.558 	 0.00718557 	 1.54065e-16 	 0 	 0.950922 	 0.041892 	 0.58433 	 297.253 	 42.3483 	 0.00318685 	 1.29634e-19 	 0.00074112 	 7.4084 	 -21.466 	 0 	 5.71999e+18 	 1.52892e+20 	 1.61503e+21 	 7.97621e+19
0.559 	 0.00723428 	 1.52948e-16 	 0 	 0.950785 	 0.0419803 	 0.584368 	 297.289 	 42.3844 	 0.00318779 	 1.28618e-19 	 0.000740682 	 7.4058 	 -21.464 	 0 	 5.72544e+18 	 1.52879e+20 	 1.61503e+21 	 7.97672e+19
0.56 	 0.00728274 	 1.51812e-16 	 0 	 0.950649 	 0.0420681 	 0.584405 	 297.325 	 42.4203 	 0.00318873 	 1.27588e-19 	 0.000740249 	 7.40322 	 -21.462 	 0 	 5.73085e+18 	 1.52867e+20 	 1.61503e+21 	 7.97723e+19
0.561 	 0.00733109 	 1.50747e-16 	 0 	 0.950514 	 0.042155 	 0.584443 	 297.36 	 42.4558 	 0.00318966 	 1.26619e-19 	 0.00073982 	 7.40067 	 -21.46 	 0 	 5.73625e+18 	 1.52854e+20 	 1.61503e+21 	 7.97774e+19
0.562 	 0.00737926 	 1.49692e-16 	 0 	 0.950379 	 0.0422416 	 0.584479 	 297.396 	 42.4911 	 0.00319058 	 1.2566e-19 	 0.000739394 	 7.39815 	 -21.4581 	 0 	 5.74161e+18 	 1.52841e+20 	 1.61503e+21 	 7.97824e+19
0.563 	 0.00742718 	 1.48619e-16 	 0 	 0.950245 	 0.0423274 	 0.584515 	 297.431 	 42.5261 	 0.0031915 	 1.24688e-19 	 0.000738973 	 7.39565 	 -21.4561 	 0 	 5.74694e+18 	 1.52828e+20 	 1.61502e+21 	 7.97873e+19
0.564 	 0.00747499 	 1.47592e-16 	 0 	 0.950112 	 0.0424129 	 0.58455 	 297.465 	 42.5607 	 0.00319241 	 1.23756e-19 	 0.000738553 	 7.39318 	 -21.4542 	 0 	 5.75227e+18 	 1.52816e+20 	 1.61503e+21 	 7.97921e+19
0.565 	 0.00752261 	 1.46573e-16 	 0 	 0.94998 	 0.0424978 	 0.584586 	 297.5 	 42.5951 	 0.00319331 	 1.22833e-19 	 0.000738138 	 7.39073 	 -21.4523 	 0 	 5.75758e+18 	 1.52803e+20 	 1.61503e+21 	 7.9797e+19
0.566 	 0.00757 	 1.4554e-16 	 0 	 0.949848 	 0.0425822 	 0.58462 	 297.534 	 42.6292 	 0.00319421 	 1.21899e-19 	 0.000737726 	 7.38831 	 -21.4504 	 0 	 5.76285e+18 	 1.5279e+20 	 1.61503e+21 	 7.98016e+19
0.567 	 0.00761725 	 1.44525e-16 	 0 	 0.949717 	 0.0426659 	 0.584654 	 297.568 	 42.663 	 0.0031951 	 1.20981e-19 	 0.000737317 	 7.38591 	 -21.4484 	 0 	 5.76809e+18 	 1.52777e+20 	 1.61503e+21 	 7.98061e+19
0.568 	 0.00766429 	 1.43521e-16 	 0 	 0.949587 	 0.0427491 	 0.584687 	 297.601 	 42.6965 	 0.00319599 	 1.20075e-19 	 0.000736912 	 7.38354 	 -21.4465 	 0 	 5.77331e+18 	 1.52764e+20 	 1.61503e+21 	 7.98107e+19
0.569 	 0.00771122 	 1.42559e-16 	 0 	 0.949457 	 0.0428317 	 0.58472 	 297.634 	 42.7298 	 0.00319687 	 1.19206e-19 	 0.00073651 	 7.38119 	 -21.4447 	 0 	 5.77853e+18 	 1.52752e+20 	 1.61503e+21 	 7.98153e+19
0.57 	 0.00775796 	 1.41609e-16 	 0 	 0.949328 	 0.0429138 	 0.584753 	 297.667 	 42.7628 	 0.00319774 	 1.18348e-19 	 0.000736112 	 7.37886 	 -21.4429 	 0 	 5.7837e+18 	 1.52739e+20 	 1.61503e+21 	 7.98197e+19
0.571 	 0.00780447 	 1.40648e-16 	 0 	 0.9492 	 0.0429955 	 0.584785 	 297.7 	 42.7955 	 0.00319861 	 1.17482e-19 	 0.000735716 	 7.37656 	 -21.441 	 0 	 5.78885e+18 	 1.52726e+20 	 1.61503e+21 	 7.98241e+19
0.572 	 0.00785084 	 1.39731e-16 	 0 	 0.949072 	 0.0430767 	 0.584817 	 297.732 	 42.8279 	 0.00319947 	 1.16654e-19 	 0.000735323 	 7.37428 	 -21.4393 	 0 	 5.79398e+18 	 1.52713e+20 	 1.61503e+21 	 7.98284e+19
0.573 	 0.00789701 	 1.38801e-16 	 0 	 0.948946 	 0.0431574 	 0.584848 	 297.765 	 42.8601 	 0.00320033 	 1.15816e-19 	 0.000734934 	 7.37202 	 -21.4374 	 0 	 5.79908e+18 	 1.52701e+20 	 1.61503e+21 	 7.98326e+19
0.574 	 0.00794305 	 1.37912e-16 	 0 	 0.94882 	 0.0432374 	 0.584878 	 297.797 	 42.8921 	 0.00320118 	 1.15015e-19 	 0.000734548 	 7.36978 	 -21.4357 	 0 	 5.80415e+18 	 1.52688e+20 	 1.61503e+21 	 7.98368e+19
0.575 	 0.0079889 	 1.37013e-16 	 0 	 0.948694 	 0.0433171 	 0.584909 	 297.828 	 42.9238 	 0.00320203 	 1.14206e-19 	 0.000734164 	 7.36757 	 -21.4339 	 0 	 5.8092e+18 	 1.52675e+20 	 1.61503e+21 	 7.9841e+19
0.576 	 0.00803464 	 1.36181e-16 	 0 	 0.948569 	 0.0433965 	 0.584939 	 297.86 	 42.9552 	 0.00320287 	 1.13454e-19 	 0.000733783 	 7.36537 	 -21.4323 	 0 	 5.81426e+18 	 1.52662e+20 	 1.61503e+21 	 7.98451e+19
0.577 	 0.00808019 	 1.35337e-16 	 0 	 0.948445 	 0.0434752 	 0.584969 	 297.891 	 42.9864 	 0.0032037 	 1.12694e-19 	 0.000733405 	 7.3632 	 -21.4306 	 0 	 5.81929e+18 	 1.5265e+20 	 1.61503e+21 	 7.98492e+19
0.578 	 0.00812549 	 1.34459e-16 	 0 	 0.948321 	 0.0435533 	 0.584998 	 297.922 	 43.0174 	 0.00320453 	 1.11906e-19 	 0.000733031 	 7.36105 	 -21.4288 	 0 	 5.82428e+18 	 1.52637e+20 	 1.61504e+21 	 7.98532e+19
0.579 	 0.00817064 	 1.33624e-16 	 0 	 0.948198 	 0.043631 	 0.585026 	 297.953 	 43.0481 	 0.00320535 	 1.11156e-19 	 0.000732659 	 7.35891 	 -21.4271 	 0 	 5.82925e+18 	 1.52624e+20 	 1.61504e+21 	 7.98571e+19
0.58 	 0.00821557 	 1.32757e-16 	 0 	 0.948076 	 0.0437083 	 0.585055 	 297.983 	 43.0786 	 0.00320617 	 1.10379e-19 	 0.00073229 	 7.3568 	 -21.4254 	 0 	 5.83419e+18 	 1.52611e+20 	 1.61504e+21 	 7.98609e+19
0.581 	 0.00826035 	 1.31931e-16 	 0 	 0.947955 	 0.043785 	 0.585083 	 298.013 	 43.1088 	 0.00320698 	 1.09639e-19 	 0.000731924 	 7.35471 	 -21.4237 	 0 	 5.83909e+18 	 1.52598e+20 	 1.61503e+21 	 7.98647e+19
0.582 	 0.00830493 	 1.31097e-16 	 0 	 0.947834 	 0.0438614 	 0.58511 	 298.043 	 43.1388 	 0.00320779 	 1.08893e-19 	 0.00073156 	 7.35264 	 -21.422 	 0 	 5.84398e+18 	 1.52586e+20 	 1.61503e+21 	 7.98686e+19
0.583 	 0.00834939 	 1.30306e-16 	 0 	 0.947713 	 0.0439373 	 0.585138 	 298.073 	 43.1685 	 0.00320859 	 1.08182e-19 	 0.000731199 	 7.35059 	 -21.4204 	 0 	 5.84885e+18 	 1.52573e+20 	 1.61503e+21 	 7.98723e+19
0.584 	 0.00839364 	 1.29506e-16 	 0 	 0.947594 	 0.0440126 	 0.585164 	 298.103 	 43.198 	 0.00320939 	 1.07467e-19 	 0.000730842 	 7.34856 	 -21.4187 	 0 	 5.85371e+18 	 1.5256e+20 	 1.61503e+21 	 7.98759e+19
0.585 	 0.00843777 	 1.28724e-16 	 0 	 0.947475 	 0.0440875 	 0.585191 	 298.132 	 43.2273 	 0.00321018 	 1.06767e-19 	 0.000730486 	 7.34654 	 -21.4171 	 0 	 5.85855e+18 	 1.52547e+20 	 1.61503e+21 	 7.98796e+19
0.586 	 0.00848168 	 1.27935e-16 	 0 	 0.947356 	 0.0441621 	 0.585217 	 298.161 	 43.2564 	 0.00321097 	 1.06063e-19 	 0.000730133 	 7.34455 	 -21.4155 	 0 	 5.86336e+18 	 1.52535e+20 	 1.61503e+21 	 7.98831e+19
0.587 	 0.00852545 	 1.27189e-16 	 0 	 0.947239 	 0.044236 	 0.585243 	 298.19 	 43.2853 	 0.00321175 	 1.05394e-19 	 0.000729784 	 7.34257 	 -21.4139 	 0 	 5.86815e+18 	 1.52522e+20 	 1.61503e+21 	 7.98866e+19
0.588 	 0.00856901 	 1.26415e-16 	 0 	 0.947121 	 0.0443097 	 0.585268 	 298.218 	 43.3139 	 0.00321253 	 1.04704e-19 	 0.000729436 	 7.34061 	 -21.4123 	 0 	 5.87291e+18 	 1.52509e+20 	 1.61503e+21 	 7.989e+19
0.589 	 0.00861244 	 1.25681e-16 	 0 	 0.947005 	 0.0443829 	 0.585292 	 298.247 	 43.3423 	 0.0032133 	 1.04048e-19 	 0.00072909 	 7.33866 	 -21.4107 	 0 	 5.87764e+18 	 1.52496e+20 	 1.61503e+21 	 7.98933e+19
0.59 	 0.00865565 	 1.24942e-16 	 0 	 0.946889 	 0.0444556 	 0.585316 	 298.275 	 43.3705 	 0.00321407 	 1.03388e-19 	 0.000728747 	 7.33674 	 -21.4092 	 0 	 5.88238e+18 	 1.52483e+20 	 1.61503e+21 	 7.98966e+19
0.591 	 0.00869873 	 1.24221e-16 	 0 	 0.946773 	 0.044528 	 0.58534 	 298.303 	 43.3985 	 0.00321484 	 1.02745e-19 	 0.000728406 	 7.33483 	 -21.4076 	 0 	 5.88708e+18 	 1.5247e+20 	 1.61503e+21 	 7.98999e+19
0.592 	 0.00874173 	 1.23538e-16 	 0 	 0.946658 	 0.0445999 	 0.585364 	 298.331 	 43.4263 	 0.0032156 	 1.02134e-19 	 0.000728068 	 7.33294 	 -21.4062 	 0 	 5.89178e+18 	 1.52458e+20 	 1.61503e+21 	 7.99031e+19
0.593 	 0.00878456 	 1.22873e-16 	 0 	 0.946544 	 0.0446713 	 0.585387 	 298.358 	 43.4539 	 0.00321635 	 1.01538e-19 	 0.000727732 	 7.33106 	 -21.4047 	 0 	 5.89646e+18 	 1.52445e+20 	 1.61503e+21 	 7.99064e+19
0.594 	 0.00882714 	 1.22182e-16 	 0 	 0.94643 	 0.0447424 	 0.58541 	 298.386 	 43.4813 	 0.0032171 	 1.00922e-19 	 0.000727399 	 7.3292 	 -21.4032 	 0 	 5.90111e+18 	 1.52432e+20 	 1.61504e+21 	 7.99095e+19
0.595 	 0.00886956 	 1.21487e-16 	 0 	 0.946317 	 0.0448131 	 0.585433 	 298.413 	 43.5085 	 0.00321785 	 1.00303e-19 	 0.000727068 	 7.32736 	 -21.4017 	 0 	 5.90572e+18 	 1.5242e+20 	 1.61503e+21 	 7.99126e+19
0.596 	 0.00891187 	 1.20831e-16 	 0 	 0.946205 	 0.0448834 	 0.585456 	 298.44 	 43.5355 	 0.00321859 	 9.97178e-20 	 0.00072674 	 7.32553 	 -21.4002 	 0 	 5.91032e+18 	 1.52407e+20 	 1.61503e+21 	 7.99156e+19
0.597 	 0.00895399 	 1.20171e-16 	 0 	 0.946093 	 0.0449532 	 0.585478 	 298.467 	 43.5623 	 0.00321933 	 9.91302e-20 	 0.000726414 	 7.32372 	 -21.3988 	 0 	 5.9149e+18 	 1.52394e+20 	 1.61503e+21 	 7.99186e+19
0.598 	 0.00899599 	 1.19551e-16 	 0 	 0.945981 	 0.0450227 	 0.5855 	 298.493 	 43.5889 	 0.00322006 	 9.85756e-20 	 0.00072609 	 7.32192 	 -21.3974 	 0 	 5.91945e+18 	 1.52381e+20 	 1.61503e+21 	 7.99217e+19
0.599 	 0.00903778 	 1.18905e-16 	 0 	 0.945871 	 0.0450917 	 0.585521 	 298.52 	 43.6153 	 0.00322079 	 9.80012e-20 	 0.000725768 	 7.32014 	 -21.396 	 0 	 5.92398e+18 	 1.52369e+20 	 1.61502e+21 	 7.99246e+19
0.6 	 0.00907943 	 1.18277e-16 	 0 	 0.94576 	 0.0451603 	 0.585542 	 298.546 	 43.6416 	 0.00322151 	 9.74421e-20 	 0.000725449 	 7.31837 	 -21.3946 	 0 	 5.9285e+18 	 1.52356e+20 	 1.61502e+21 	 7.99274e+19
0.601 	 0.00912086 	 1.17648e-16 	 0 	 0.94565 	 0.0452288 	 0.585563 	 298.572 	 43.6676 	 0.00322223 	 9.68828e-20 	 0.000725131 	 7.31662 	 -21.3931 	 0 	 5.933e+18 	 1.52344e+20 	 1.61502e+21 	 7.99304e+19
0.602 	 0.00916215 	 1.17036e-16 	 0 	 0.945541 	 0.0452965 	 0.585583 	 298.598 	 43.6935 	 0.00322295 	 9.6338e-20 	 0.000724816 	 7.31489 	 -21.3918 	 0 	 5.93749e+18 	 1.52331e+20 	 1.61502e+21 	 7.99332e+19
0.603 	 0.00920335 	 1.16462e-16 	 0 	 0.945433 	 0.0453641 	 0.585604 	 298.624 	 43.7191 	 0.00322366 	 9.58256e-20 	 0.000724503 	 7.31317 	 -21.3904 	 0 	 5.94196e+18 	 1.52318e+20 	 1.61502e+21 	 7.99358e+19
0.604 	 0.00924437 	 1.15865e-16 	 0 	 0.945324 	 0.0454314 	 0.585623 	 298.649 	 43.7446 	 0.00322437 	 9.52947e-20 	 0.00072419 	 7.31146 	 -21.3891 	 0 	 5.94639e+18 	 1.52305e+20 	 1.61502e+21 	 7.99385e+19
0.605 	 0.00928526 	 1.15306e-16 	 0 	 0.945217 	 0.0454981 	 0.585642 	 298.674 	 43.7699 	 0.00322507 	 9.47953e-20 	 0.000723881 	 7.30977 	 -21.3878 	 0 	 5.95081e+18 	 1.52293e+20 	 1.61502e+21 	 7.99412e+19
0.606 	 0.00932593 	 1.14724e-16 	 0 	 0.94511 	 0.0455645 	 0.585661 	 298.7 	 43.7951 	 0.00322577 	 9.42786e-20 	 0.000723574 	 7.30809 	 -21.3865 	 0 	 5.95521e+18 	 1.5228e+20 	 1.61501e+21 	 7.99437e+19
0.607 	 0.00936646 	 1.14161e-16 	 0 	 0.945003 	 0.0456306 	 0.58568 	 298.725 	 43.82 	 0.00322646 	 9.37773e-20 	 0.000723269 	 7.30643 	 -21.3851 	 0 	 5.9596e+18 	 1.52267e+20 	 1.61502e+21 	 7.99463e+19
0.608 	 0.00940677 	 1.13577e-16 	 0 	 0.944897 	 0.0456964 	 0.585698 	 298.749 	 43.8448 	 0.00322715 	 9.32596e-20 	 0.000722964 	 7.30478 	 -21.3838 	 0 	 5.96397e+18 	 1.52254e+20 	 1.61502e+21 	 7.99487e+19
0.609 	 0.00944692 	 1.13009e-16 	 0 	 0.944791 	 0.0457617 	 0.585716 	 298.774 	 43.8694 	 0.00322784 	 9.27564e-20 	 0.000722663 	 7.30315 	 -21.3825 	 0 	 5.96832e+18 	 1.52241e+20 	 1.61502e+21 	 7.99511e+19
0.61 	 0.00948699 	 1.12459e-16 	 0 	 0.944686 	 0.0458267 	 0.585733 	 298.798 	 43.8938 	 0.00322852 	 9.2268e-20 	 0.000722363 	 7.30152 	 -21.3812 	 0 	 5.97265e+18 	 1.52229e+20 	 1.61502e+21 	 7.99535e+19
0.611 	 0.00952684 	 1.11908e-16 	 0 	 0.944582 	 0.0458911 	 0.58575 	 298.823 	 43.9181 	 0.0032292 	 9.17797e-20 	 0.000722066 	 7.29992 	 -21.3799 	 0 	 5.97695e+18 	 1.52216e+20 	 1.61502e+21 	 7.99559e+19
0.612 	 0.00956656 	 1.11375e-16 	 0 	 0.944478 	 0.0459553 	 0.585767 	 298.847 	 43.9422 	 0.00322987 	 9.13066e-20 	 0.000721771 	 7.29832 	 -21.3786 	 0 	 5.98124e+18 	 1.52203e+20 	 1.61502e+21 	 7.99583e+19
0.613 	 0.00960605 	 1.10822e-16 	 0 	 0.944375 	 0.0460191 	 0.585784 	 298.871 	 43.9661 	 0.00323054 	 9.08179e-20 	 0.000721478 	 7.29674 	 -21.3773 	 0 	 5.9855e+18 	 1.52191e+20 	 1.61502e+21 	 7.99605e+19
0.614 	 0.00964541 	 1.10268e-16 	 0 	 0.944272 	 0.0460828 	 0.585801 	 298.894 	 43.9898 	 0.00323121 	 9.03281e-20 	 0.000721186 	 7.29518 	 -21.376 	 0 	 5.98973e+18 	 1.52178e+20 	 1.61502e+21 	 7.99628e+19
0.615 	 0.00968466 	 1.09749e-16 	 0 	 0.944169 	 0.046146 	 0.585817 	 298.918 	 44.0134 	 0.00323187 	 8.98688e-20 	 0.000720896 	 7.29362 	 -21.3748 	 0 	 5.99396e+18 	 1.52165e+20 	 1.61502e+21 	 7.9965e+19
0.616 	 0.00972371 	 1.09212e-16 	 0 	 0.944068 	 0.0462087 	 0.585833 	 298.941 	 44.0368 	 0.00323253 	 8.93944e-20 	 0.000720609 	 7.29208 	 -21.3735 	 0 	 5.99818e+18 	 1.52153e+20 	 1.61502e+21 	 7.99672e+19
0.617 	 0.00976263 	 1.08691e-16 	 0 	 0.943966 	 0.046271 	 0.585849 	 298.965 	 44.0601 	 0.00323319 	 8.89346e-20 	 0.000720323 	 7.29055 	 -21.3723 	 0 	 6.00236e+18 	 1.5214e+20 	 1.61502e+21 	 7.99694e+19
0.618 	 0.00980146 	 1.08207e-16 	 0 	 0.943865 	 0.0463331 	 0.585864 	 298.988 	 44.0831 	 0.00323384 	 8.85053e-20 	 0.000720039 	 7.28903 	 -21.3711 	 0 	 6.00653e+18 	 1.52127e+20 	 1.61501e+21 	 7.99713e+19
0.619 	 0.00984011 	 1.07706e-16 	 0 	 0.943765 	 0.0463951 	 0.585878 	 299.011 	 44.1061 	 0.00323449 	 8.8062e-20 	 0.000719755 	 7.28752 	 -21.3699 	 0 	 6.01068e+18 	 1.52114e+20 	 1.61501e+21 	 7.99734e+19
0.62 	 0.00987863 	 1.0722e-16 	 0 	 0.943665 	 0.0464566 	 0.585893 	 299.033 	 44.1289 	 0.00323513 	 8.76322e-20 	 0.000719474 	 7.28603 	 -21.3687 	 0 	 6.01482e+18 	 1.52102e+20 	 1.61501e+21 	 7.99754e+19
0.621 	 0.00991691 	 1.06718e-16 	 0 	 0.943565 	 0.0465176 	 0.585907 	 299.056 	 44.1515 	 0.00323577 	 8.7189e-20 	 0.000719196 	 7.28454 	 -21.3675 	 0 	 6.01894e+18 	 1.52089e+20 	 1.61501e+21 	 7.99774e+19
0.622 	 0.00995504 	 1.06213e-16 	 0 	 0.943466 	 0.0465785 	 0.585922 	 299.079 	 44.174 	 0.00323641 	 8.67451e-20 	 0.000718918 	 7.28308 	 -21.3662 	 0 	 6.02303e+18 	 1.52077e+20 	 1.61501e+21 	 7.99793e+19
0.623 	 0.00999308 	 1.05745e-16 	 0 	 0.943368 	 0.0466389 	 0.585935 	 299.101 	 44.1964 	 0.00323704 	 8.63308e-20 	 0.000718643 	 7.28162 	 -21.3651 	 0 	 6.02712e+18 	 1.52064e+20 	 1.61501e+21 	 7.99812e+19
0.624 	 0.0100309 	 1.0526e-16 	 0 	 0.94327 	 0.046699 	 0.585949 	 299.123 	 44.2185 	 0.00323767 	 8.59036e-20 	 0.000718369 	 7.28017 	 -21.3639 	 0 	 6.03117e+18 	 1.52051e+20 	 1.61501e+21 	 7.99831e+19
0.625 	 0.0100686 	 1.04772e-16 	 0 	 0.943173 	 0.0467588 	 0.585962 	 299.145 	 44.2406 	 0.0032383 	 8.54749e-20 	 0.000718097 	 7.27874 	 -21.3627 	 0 	 6.0352e+18 	 1.52039e+20 	 1.61501e+21 	 7.99849e+19
0.626 	 0.0101062 	 1.04321e-16 	 0 	 0.943075 	 0.0468183 	 0.585975 	 299.167 	 44.2624 	 0.00323892 	 8.50761e-20 	 0.000717826 	 7.27731 	 -21.3615 	 0 	 6.03925e+18 	 1.52026e+20 	 1.61501e+21 	 7.99867e+19
0.627 	 0.0101436 	 1.03853e-16 	 0 	 0.942979 	 0.0468774 	 0.585988 	 299.189 	 44.2842 	 0.00323954 	 8.46643e-20 	 0.000717558 	 7.2759 	 -21.3604 	 0 	 6.04324e+18 	 1.52014e+20 	 1.61501e+21 	 7.99884e+19
0.628 	 0.0101808 	 1.03403e-16 	 0 	 0.942883 	 0.0469363 	 0.586001 	 299.21 	 44.3058 	 0.00324016 	 8.42672e-20 	 0.00071729 	 7.2745 	 -21.3592 	 0 	 6.04724e+18 	 1.52001e+20 	 1.61501e+21 	 7.99901e+19
